"","ZCTA5CE20","RPL_theme1","RPL_theme2","RPL_theme3","RPL_theme4","STATE_ABBR","TOTAL","Urbanicity"
"6221","73066",0.9411,0.9587,0.3682,0.6518,"OK",235,1
"6222","74842",0.5574,0.9674,0.9322,0.0724,"OK",103,0
"6223","74521",0.8421,0.7847,0.4392,0.6701,"OK",126,0
"6224","74146",0.9259,0.7355,0.9704,0.7979,"OK",14964,1
"6225","74651",0.6887,0.8307,0.7323,0.4329,"OK",799,0
"6226","73077",0.4569,0.8463,0.2995,0.7738,"OK",6822,1
"6227","74001",0.7711,0.8837,0.3506,0.3496,"OK",367,0
"6228","73742",0.6657,0.8383,0.888,0.5684,"OK",4409,0
"6229","74020",0.5355,0.8534,0.5786,0.8549,"OK",7283,0
"6230","73556",0.9673,0.8155,0.3379,0.0834,"OK",141,0
"6231","74437",0.8766,0.9387,0.6383,0.7896,"OK",10398,1
"6232","73067",0.4289,0.6796,0.5483,0.4885,"OK",2146,0
"6233","73011",0.3878,0.5221,0.1667,0.4416,"OK",401,0
"6234","74647",0.6996,0.954,0.5709,0.7698,"OK",3572,0
"6235","73491",0.8839,0.9856,0.5911,0.4453,"OK",796,0
"6236","73573",0.8763,0.9859,0.3423,0.8663,"OK",2587,0
"6237","74456",0.3319,0.934,0.4096,0.2681,"OK",161,0
"6238","74115",0.9679,0.932,0.9433,0.8723,"OK",23376,1
"6239","74079",0.6996,0.8545,0.6222,0.7511,"OK",4403,0
"6240","73601",0.658,0.9795,0.9125,0.9422,"OK",10515,1
"6241","74875",0.6628,0.8115,0.3122,0.2876,"OK",1410,0
"6242","73937",0.614,0.9748,0.5518,0.2915,"OK",205,0
"6243","73759",0.4881,0.7317,0.2599,0.4841,"OK",1533,0
"6244","73560",0.8966,0.8553,0.7585,0.3978,"OK",779,0
"6245","73062",0.7603,0.7881,0.3719,0.2885,"OK",1334,0
"6246","73118",0.3637,0.0389,0.8535,0.5959,"OK",13764,1
"6247","73116",0.0745,0.1737,0.684,0.5389,"OK",10033,1
"6248","73104",0.2429,0.0754,0.7797,0.7947,"OK",2127,1
"6249","73109",0.9228,0.8831,0.9732,0.961,"OK",21092,1
"6250","74523",0.8102,0.9197,0.6445,0.9544,"OK",6038,0
"6251","74572",0.9035,0.9815,0.4109,0.3501,"OK",737,0
"6252","74578",0.7924,0.9542,0.7238,0.9871,"OK",6262,0
"6253","73007",0.2232,0.4879,0.7478,0.3409,"OK",2100,0
"6254","73169",0.3509,0.3747,0.7055,0.7524,"OK",2082,1
"6255","74015",0.4553,0.6503,0.7758,0.8681,"OK",8431,1
"6256","74932",0.7987,0.829,0.5998,0.6276,"OK",2500,0
"6257","73111",0.9466,0.9974,0.7283,0.8694,"OK",11289,1
"6258","73008",0.6203,0.924,0.8328,0.8468,"OK",20338,1
"6259","73026",0.359,0.3051,0.5172,0.3652,"OK",10841,0
"6260","74829",0.9333,0.3828,0.4617,0.9539,"OK",1493,0
"6261","73025",0.0163,0.1538,0.295,0.1349,"OK",13160,1
"6262","74944",0.9001,0.929,0.7188,0.4547,"OK",1155,0
"6263","74332",0.5072,0.5444,0.6585,0.3591,"OK",1591,0
"6264","74454",0.547,0.8403,0.7141,0.5112,"OK",3364,0
"6265","74429",0.5281,0.7478,0.6914,0.7376,"OK",14915,1
"6266","74959",0.7635,0.8293,0.7018,0.8706,"OK",6970,0
"6267","74577",0.9483,0.9932,0.4665,0.3973,"OK",239,0
"6268","74552",0.9073,0.8872,0.712,0.4925,"OK",1066,0
"6269","74129",0.872,0.7428,0.9415,0.8715,"OK",19205,1
"6270","73440",0.664,0.9717,0.3126,0.1167,"OK",225,0
"6271","73142",0.0874,0.3954,0.7238,0.5926,"OK",11999,1
"6272","73027",0.5779,0.4751,0.4246,0.2341,"OK",1637,0
"6273","74010",0.7628,0.8557,0.5965,0.8765,"OK",10750,0
"6274","74046",0.4915,0.6982,0.2985,0.2819,"OK",80,0
"6275","74050",0.9096,0.7059,0.4724,0.6058,"OK",325,1
"6276","73135",0.6868,0.5941,0.7937,0.7833,"OK",21595,1
"6277","73134",0.1238,0.0904,0.4287,0.6207,"OK",4997,1
"6278","73520",0.4021,0.1252,0.4029,0.1043,"OK",123,0
"6279","74946",0.9707,0.4644,0.4508,0.4337,"OK",137,1
"6280","73543",0.4355,0.8665,0.5907,0.2247,"OK",1568,0
"6281","74133",0.2771,0.4928,0.8167,0.6953,"OK",44901,1
"6282","74137",0.1312,0.2727,0.818,0.6553,"OK",27389,1
"6283","74136",0.5509,0.5552,0.8644,0.9709,"OK",31271,1
"6284","74117",0.008,0.0485,0,0,"OK",147,0
"6285","73718",0.3563,0.2715,0.0778,0.2428,"OK",599,0
"6286","74119",0.4069,0.1825,0.3859,0.8289,"OK",3486,1
"6287","74068",0.5358,0.0115,0.3527,0.3492,"OK",61,0
"6288","73033",0.9813,0.667,0.9195,0.3069,"OK",464,0
"6289","74850",0.8048,0.6355,0.4309,0.2397,"OK",362,0
"6290","74370",0.8644,0.8955,0.639,0.6244,"OK",3739,0
"6291","74333",0.7272,0.7417,0.3961,0.8753,"OK",1245,0
"6292","74343",0.8559,0.9669,0.6323,0.878,"OK",3104,0
"6293","74840",0.6378,0.8842,0.7458,0.2568,"OK",1865,0
"6294","74535",0.7496,0.5671,0.2928,0,"OK",61,0
"6295","74955",0.911,0.9806,0.7494,0.9615,"OK",15093,1
"6296","73555",0.9045,0.7996,0.4475,0.3666,"OK",245,0
"6297","74956",0.899,0.9492,0.6373,0.3559,"OK",2055,0
"6298","74930",0.8094,0.9611,0.6701,0.5641,"OK",2180,0
"6299","74074",0.5563,0.0577,0.6321,0.9176,"OK",30524,1
"6300","74939",0.7907,0.1969,0.7839,0.5651,"OK",1310,0
"6301","73112",0.6447,0.4795,0.8828,0.8024,"OK",31408,1
"6302","73119",0.9785,0.8197,0.9744,0.8641,"OK",33298,1
"6303","73139",0.7375,0.8579,0.9001,0.8976,"OK",18054,1
"6304","74072",0.4658,0.2628,0.6007,0.2377,"OK",1944,0
"6305","74848",0.9024,0.6557,0.6857,0.8286,"OK",8186,1
"6306","74935",0.9483,0.9849,0.4468,0.3962,"OK",145,0
"6307","74014",0.2631,0.5646,0.7481,0.4174,"OK",36943,1
"6308","73029",0.7128,0.842,0.7851,0.6469,"OK",1674,0
"6309","74134",0.6689,0.5093,0.9236,0.5371,"OK",15907,1
"6310","74073",0.619,0.6874,0.6727,0.4872,"OK",5750,0
"6311","74738",0.963,0.9039,0.4782,0.519,"OK",575,0
"6312","73567",0.895,0.8365,0.3986,0.6223,"OK",664,0
"6313","74033",0.3832,0.5404,0.7388,0.6776,"OK",10579,1
"6314","73434",0.8704,0.8148,0.7399,0.2948,"OK",501,0
"6315","73933",0.4893,0.8267,0.8116,0.5202,"OK",1579,0
"6316","73717",0.5369,0.2916,0.3352,0.637,"OK",6869,1
"6317","74026",0.7398,0.9813,0.6101,0.3738,"OK",952,0
"6318","74344",0.634,0.8046,0.6165,0.8403,"OK",14433,0
"6319","74884",0.9297,0.9832,0.7304,0.9377,"OK",5765,1
"6320","74868",0.8263,0.9425,0.697,0.9144,"OK",13666,0
"6321","74553",0.8294,0.9831,0.4048,0.4007,"OK",1111,0
"6322","74363",0.8487,0.9536,0.6167,0.9071,"OK",3024,0
"6323","74528",0.5282,0.5581,0.3704,0.2792,"OK",219,0
"6324","73075",0.7078,0.7818,0.7993,0.8592,"OK",9455,1
"6325","74854",0.811,0.9539,0.6691,0.5702,"OK",1582,0
"6326","73086",0.5823,0.9683,0.7069,0.8625,"OK",8518,1
"6327","74748",0.8417,0.8165,0.6809,0.2891,"OK",675,0
"6328","73432",0.7099,0.9372,0.3965,0.3719,"OK",1083,0
"6329","73437",0.1981,0.9444,0.3346,0.3549,"OK",60,0
"6330","73438",0.6737,0.8824,0.3162,0.8372,"OK",3629,0
"6331","74058",0.6196,0.9304,0.6575,0.7124,"OK",4153,0
"6332","74644",0.6668,0.971,0.7169,0.3179,"OK",475,0
"6333","73750",0.494,0.7303,0.6625,0.6754,"OK",7121,1
"6334","73729",0.1735,0.7786,0.2972,0.2524,"OK",605,0
"6335","73755",0.7142,0.9534,0.3453,0.4509,"OK",821,0
"6336","73859",0.1618,0.4953,0.2526,0.3334,"OK",1525,0
"6337","73667",0.1878,0.1603,0.292,0.4875,"OK",618,0
"6338","73744",0.4148,0.6525,0.8358,0.268,"OK",180,0
"6339","74034",0.8236,0.721,0.3482,0.345,"OK",131,0
"6340","73010",0.2751,0.6168,0.6232,0.4687,"OK",18730,0
"6341","74022",0.4279,0.9165,0.6249,0.4158,"OK",1931,0
"6342","74106",0.9718,0.9809,0.9143,0.83,"OK",18157,1
"6343","74460",0.8076,0.549,0.3513,0.5625,"OK",238,0
"6344","74604",0.4121,0.8977,0.5762,0.7142,"OK",11977,1
"6345","73650",0.6664,0.4545,0.4324,0.4107,"OK",1058,0
"6346","73559",0.837,0.9001,0.3569,0.4113,"OK",604,0
"6347","73641",0.6249,0.6161,0.3115,0.3997,"OK",768,0
"6348","73526",0.6231,0.8329,0.6798,0.4293,"OK",2035,0
"6349","73628",0.7228,0.7202,0.6278,0.5498,"OK",1672,0
"6350","74824",0.7742,0.6233,0.5513,0.6013,"OK",1480,0
"6351","73532",0.3475,0.9274,0.5392,0.2576,"OK",466,0
"6352","74471",0.6525,0.4978,0.689,0.9058,"OK",1659,0
"6353","74960",0.9146,0.9136,0.8385,0.9034,"OK",13439,0
"6354","73662",0.8491,0.5449,0.7272,0.895,"OK",6611,1
"6355","74855",0.4785,0.7586,0.3225,0.7834,"OK",5160,0
"6356","73074",0.4747,0.7,0.6566,0.1619,"OK",1083,0
"6357","74028",0.5876,0.8771,0.3668,0.3759,"OK",1777,0
"6358","74032",0.6037,0.5698,0.2626,0.5063,"OK",2418,0
"6359","74062",0.3492,0.2339,0.3359,0.2415,"OK",898,0
"6360","73053",0.7067,0.822,0.7914,0.3306,"OK",768,0
"6361","74131",0.4888,0.4185,0.6195,0.4745,"OK",3207,1
"6362","74962",0.9452,0.9783,0.4392,0.8613,"OK",4661,0
"6363","74349",0.8375,0.926,0.3938,0.0999,"OK",330,0
"6364","73644",0.5341,0.6345,0.6905,0.9368,"OK",14746,1
"6365","74865",0.5991,0.8951,0.6411,0.3188,"OK",1754,0
"6366","74843",0.7575,0.9596,0.4143,0.1394,"OK",350,0
"6367","73627",0.3683,0.1484,0.5709,0.3572,"OK",644,0
"6368","74145",0.6467,0.6636,0.887,0.743,"OK",18350,1
"6369","74367",0.6595,0.9489,0.3832,0.4084,"OK",381,0
"6370","73540",0.4971,0.3907,0.4293,0.1116,"OK",667,0
"6371","73572",0.8281,0.9124,0.391,0.6747,"OK",3611,1
"6372","74423",0.745,0.9797,0.4175,0.4571,"OK",849,0
"6373","73056",0.1731,0.0546,0.2081,0.2316,"OK",559,0
"6374","73453",0.4063,0.6397,0.6359,0.428,"OK",532,0
"6375","74561",0.8276,0.7385,0.6958,0.5074,"OK",2240,0
"6376","74801",0.8675,0.9323,0.6593,0.7273,"OK",22206,1
"6377","74804",0.5418,0.6427,0.7175,0.8696,"OK",20488,1
"6378","74534",0.814,0.9943,0.3423,0.4312,"OK",191,0
"6379","74459",0.0576,0.1901,0.5205,0.3239,"OK",79,0
"6380","74554",0.7337,0.9548,0.4239,0.3617,"OK",1880,1
"6381","74432",0.7488,0.8927,0.6314,0.7986,"OK",9788,0
"6382","73044",0.6981,0.7071,0.6873,0.8533,"OK",21660,0
"6383","74555",0.8306,0.8361,0.3637,0.3403,"OK",770,0
"6384","74056",0.8699,0.914,0.4324,0.6893,"OK",5351,1
"6385","74856",0.5932,0.5605,0.432,0.4505,"OK",746,0
"6386","73562",0.4388,0.66,0.2761,0.0995,"OK",649,0
"6387","74729",0.7526,0.9237,0.6642,0.558,"OK",3020,0
"6388","73931",0.4255,0.694,0.6133,0.4091,"OK",646,0
"6389","73834",0.4718,0.8129,0.8198,0.6314,"OK",1757,0
"6390","74731",0.754,0.669,0.7083,0.5486,"OK",1784,0
"6391","74726",0.8346,0.9655,0.6113,0.4901,"OK",2377,0
"6392","74723",0.7661,0.9838,0.607,0.4269,"OK",1588,0
"6393","73949",0.6037,0.6353,0.9112,0.3503,"OK",1477,0
"6394","74753",0,0,0,0,"OK",50,0
"6395","73944",0.7293,0.2712,0.9036,0.3995,"OK",495,0
"6396","73766",0.3483,0.8667,0.5809,0.0464,"OK",1221,0
"6397","73841",0.7583,0.3621,0.4426,0.596,"OK",1397,0
"6398","73860",0.6073,0.9734,0.7424,0.3093,"OK",1657,0
"6399","73716",0.3374,0.5582,0.1727,0.1171,"OK",450,0
"6400","73853",0.2635,0.3362,0.4993,0.3311,"OK",487,0
"6401","73724",0.5907,0.7774,0.6553,0.1089,"OK",906,0
"6402","74832",0.8558,0.691,0.2583,0.5148,"OK",886,0
"6403","73082",0.751,0.9505,0.2887,0.4942,"OK",2744,0
"6404","74447",0.8863,0.9321,0.6567,0.9406,"OK",16919,1
"6405","74110",0.9892,0.9484,0.9589,0.8732,"OK",15460,1
"6406","74075",0.7009,0.041,0.7276,0.9848,"OK",24616,1
"6407","74469",0.8876,0.7692,0.6935,0.9219,"OK",2426,0
"6408","74428",0.774,0.5618,0.3225,0.5011,"OK",1165,0
"6409","74630",0.8879,0.8257,0.3241,0.9261,"OK",722,0
"6410","73626",0.5813,0.8352,0.2955,0.5116,"OK",866,0
"6411","74743",0.9284,0.99,0.6603,0.9659,"OK",8595,1
"6412","74759",0.9076,0.9284,0.6802,0.4911,"OK",1265,0
"6413","73550",0.763,0.9519,0.8542,0.5508,"OK",2340,0
"6414","73654",0.2762,0.4242,0.3651,0.2405,"OK",758,0
"6415","74457",0.5404,0.9939,0.4968,0.4364,"OK",413,0
"6416","73103",0.2318,0.0327,0.6901,0.9223,"OK",4557,1
"6417","73666",0.558,0.9447,0.6401,0.3585,"OK",234,0
"6418","73646",0.1938,0.5878,0.1921,0.2081,"OK",506,0
"6419","74740",0.8625,0.9493,0.3913,0.6983,"OK",2040,0
"6420","73114",0.8712,0.8108,0.886,0.7356,"OK",18864,1
"6421","73530",0.6998,0.9942,0.7958,0.6945,"OK",521,0
"6422","73542",0.852,0.7422,0.9009,0.7848,"OK",4448,1
"6423","74066",0.5187,0.6444,0.6862,0.8166,"OK",32088,1
"6424","73170",0.1588,0.3458,0.7764,0.5984,"OK",37382,1
"6425","74116",0.925,0.7764,0.9619,0.8419,"OK",4138,1
"6426","73003",0.3029,0.6712,0.8013,0.7605,"OK",22255,1
"6427","73051",0.7402,0.3865,0.718,0.7956,"OK",10030,0
"6428","74462",0.8592,0.9786,0.7021,0.9217,"OK",7731,0
"6429","73160",0.3595,0.5505,0.6768,0.5973,"OK",56179,1
"6430","73121",0.5525,0.592,0.8423,0.6691,"OK",3240,1
"6431","73102",0.6983,0.0613,0.7027,0.9016,"OK",4795,1
"6432","74030",0.7016,0.8033,0.3202,0.7442,"OK",3751,0
"6433","74039",0.7209,0.4018,0.6227,0.5945,"OK",3910,0
"6434","74012",0.2933,0.4741,0.7717,0.6305,"OK",60213,1
"6435","73131",0.0948,0.0854,0.596,0.4789,"OK",3358,1
"6436","73145",0.2426,0.07,0.7817,0.4777,"OK",2821,1
"6437","74350",0.7857,0.9476,0.6682,0.8027,"OK",799,0
"6438","74458",0.5869,0.9995,0.5279,0.6287,"OK",71,0
"6439","74839",0.9446,0.8304,0.6487,0.3763,"OK",682,0
"6440","74728",0.8739,0.901,0.7298,0.9212,"OK",11292,0
"6441","74820",0.6346,0.7109,0.7284,0.8722,"OK",31460,1
"6442","74745",0.852,0.9756,0.8412,0.9205,"OK",10062,1
"6443","74724",0.9521,0.7483,0.4895,0.551,"OK",401,0
"6444","74571",0.799,0.9833,0.6743,0.8773,"OK",3475,0
"6445","73034",0.169,0.2158,0.6676,0.7774,"OK",43280,1
"6446","73120",0.2669,0.3022,0.7755,0.6045,"OK",35881,1
"6447","74951",0.9307,0.9848,0.6042,0.5835,"OK",1323,0
"6448","74953",0.7679,0.9048,0.8124,0.7396,"OK",11946,1
"6449","73401",0.6861,0.9233,0.754,0.9048,"OK",35830,1
"6450","74036",0.5999,0.9195,0.6053,0.8161,"OK",6810,0
"6451","73546",0.8191,0.9932,0.8937,0.4489,"OK",1090,0
"6452","73071",0.6276,0.2182,0.7386,0.7758,"OK",39603,1
"6453","74342",0.9734,0.983,0.6801,0.7309,"OK",2842,0
"6454","73072",0.3095,0.1426,0.7434,0.8744,"OK",46381,1
"6455","74441",0.8947,0.7761,0.4697,0.8684,"OK",5516,0
"6456","74037",0.2395,0.4189,0.7755,0.576,"OK",16433,1
"6457","74082",0.325,0.0911,0.4008,0.0949,"OK",59,0
"6458","74760",0.8007,0.4416,0.4034,0.2804,"OK",300,0
"6459","74051",0.4532,0.4745,0.3886,0.3232,"OK",1876,0
"6460","73645",0.6206,0.6841,0.3628,0.3821,"OK",1656,0
"6461","73757",0.4645,0.364,0.376,0.0487,"OK",192,0
"6462","74426",0.837,0.8754,0.6579,0.859,"OK",9876,0
"6463","74081",0.7829,0.5884,0.3482,0.4599,"OK",1676,0
"6464","74045",0.5139,0.7522,0.2972,0.3217,"OK",443,0
"6465","74878",0.8204,0.5253,0.5431,0.3894,"OK",1474,0
"6466","74565",0.6569,0.982,0.4045,0.3921,"OK",648,0
"6467","74442",0.6811,0.866,0.6684,0.3764,"OK",836,0
"6468","73050",0.921,0.067,0.5244,0.6112,"OK",884,0
"6469","73455",0.9123,0.8672,0.4004,0.3298,"OK",654,0
"6470","73848",0.5995,0.312,0.8071,0.308,"OK",2055,0
"6471","73531",0.5637,0.5175,0.2722,0.2651,"OK",446,0
"6472","74747",0.8656,0.9078,0.3675,0.2758,"OK",129,0
"6473","73061",0.4385,0.4808,0.3219,0.3277,"OK",1840,0
"6474","73728",0.354,0.7494,0.5593,0.6959,"OK",1867,0
"6475","73658",0.0601,0.2426,0.2526,0.2935,"OK",299,0
"6476","73857",0.1522,0.208,0.3494,0.2376,"OK",676,0
"6477","73002",0.6184,0.5667,0.3025,0.256,"OK",1017,0
"6478","73703",0.3234,0.8139,0.622,0.6055,"OK",28832,1
"6479","74104",0.5648,0.1253,0.8238,0.8602,"OK",12255,1
"6480","73730",0.5874,0.7716,0.1613,0.2766,"OK",717,0
"6481","74434",0.5625,0.8748,0.6551,0.7027,"OK",9063,0
"6482","74631",0.7972,0.8573,0.631,0.7633,"OK",7597,1
"6483","74436",0.6873,0.6595,0.6398,0.7823,"OK",5011,0
"6484","73425",0.8223,0.0222,0,0.3642,"OK",49,0
"6485","73739",0.2946,0.5924,0.2321,0.0665,"OK",310,0
"6486","74112",0.7541,0.5303,0.8593,0.5169,"OK",20827,1
"6487","73660",0.4244,0.5537,0.2497,0.1048,"OK",398,0
"6488","74851",0.6875,0.5558,0.6983,0.8848,"OK",10100,0
"6489","73566",0.8363,0.9248,0.5712,0.8347,"OK",1915,0
"6490","73554",0.8901,0.9777,0.3682,0.7795,"OK",3527,1
"6491","74464",0.8695,0.6857,0.8092,0.9893,"OK",31369,1
"6492","25801",0.7923,0.8869,0.6027,0.8692,"WV",34166,1
"6493","26101",0.874,0.922,0.4014,0.8908,"WV",30240,1
"6494","25918",0.5953,0.5012,0.5228,0.2997,"WV",4183,0
"6495","25818",0.4764,0.0228,0,0.1154,"WV",278,1
"6496","25817",0.6731,0.9672,0.2405,0.3306,"WV",766,0
"6497","25152",0.6629,0.3092,0.3213,0.3364,"WV",323,0
"6498","25185",0.4753,0.0055,0.7827,0.1455,"WV",1022,0
"6499","24844",0.9602,0.5689,0,0.445,"WV",2029,0
"6500","24882",0.9981,0.1574,0,0.1052,"WV",476,0
"6501","24857",0.7557,0.1292,0.1861,0.2386,"WV",790,1
"6502","24822",0.9501,0.3752,0,0.355,"WV",677,0
"6503","26743",0.1832,0.8364,0.498,0.5176,"WV",1741,0
"6504","25913",0.5971,0.2763,0,0.0873,"WV",325,0
"6505","25248",0.3365,0.2853,0.2599,0.1643,"WV",2984,0
"6506","25015",0.716,0.4981,0.1783,0.5866,"WV",4550,1
"6507","25054",0.7384,0.9972,0,0.1304,"WV",342,1
"6508","25003",0.8241,0.8568,0.2144,0.3151,"WV",2890,0
"6509","26164",0.709,0.8325,0.1667,0.8964,"WV",8240,1
"6510","26562",0.6438,0.9152,0,0.1932,"WV",527,0
"6511","25126",0.1639,0.0497,0,0,"WV",44,0
"6512","26285",0.826,0.7336,0.292,0.0501,"WV",408,0
"6513","26234",0.8641,0.5709,0.1153,0.613,"WV",1276,0
"6514","26338",0.4485,0.3646,0.1346,0.3025,"WV",699,0
"6515","26704",0.922,0.965,0.2212,0.7879,"WV",6077,0
"6516","26865",0.3116,0.295,0,0.0904,"WV",130,0
"6517","26764",0.8538,0.7683,0.0954,0.6824,"WV",3842,0
"6518","25063",0.7038,0.5181,0.1191,0.4996,"WV",1665,0
"6519","26147",0.8272,0.9878,0.387,0.721,"WV",2234,0
"6520","26138",0.4162,0.9675,0.3324,0.3916,"WV",259,0
"6521","26325",0.9922,0.5301,0,0.3992,"WV",278,0
"6522","26520",0.159,0.0976,0.2688,0.3904,"WV",828,0
"6523","26431",0.8089,0.7681,0.4094,0.6869,"WV",5681,1
"6524","25243",0.9521,0.6041,0.2599,0.1992,"WV",636,0
"6525","26292",0.5617,0.5484,0.3276,0.8388,"WV",873,0
"6526","26321",0.8311,0.9893,0,0.1144,"WV",641,0
"6527","26320",0.3188,0.2274,0.0852,0.2441,"WV",813,0
"6528","26436",0.2355,0.9829,0,0.1274,"WV",115,0
"6529","26323",0.9078,0.3369,0.1249,0.2137,"WV",414,1
"6530","26651",0.7668,0.6271,0.23,0.9469,"WV",9979,0
"6531","25984",0.8812,0.9696,0.2462,0.7556,"WV",1797,0
"6532","26581",0.9462,0.7548,0,0.2295,"WV",1064,0
"6533","26451",0.2988,0.089,0.2321,0.0423,"WV",787,0
"6534","26681",0.6595,0.167,0,0.2278,"WV",1325,0
"6535","24984",0.687,0.4603,0.1977,0.3149,"WV",244,0
"6536","25540",0.8357,0.1967,0,0.3917,"WV",240,0
"6537","24817",0.9597,0.9453,0.0954,0.3231,"WV",771,0
"6538","24894",0.6973,0.5017,0,0.273,"WV",328,0
"6539","24853",0.882,0.6246,0.3596,0.4832,"WV",488,0
"6540","25521",0.6152,0.3113,0.1578,0.3722,"WV",915,0
"6541","25121",0.9656,0.9746,0.3021,0.0802,"WV",678,0
"6542","26175",0.6875,0.7688,0.1613,0.7818,"WV",3503,0
"6543","25526",0.2351,0.6214,0.4022,0.5963,"WV",22711,1
"6544","25653",0.5514,0.5386,0,0.2843,"WV",545,0
"6545","25009",0.9648,0.6926,0,0.2747,"WV",1224,0
"6546","25051",0.9769,0.0262,0,0.357,"WV",254,0
"6547","25661",0.9519,0.9737,0.3056,0.9159,"WV",6258,0
"6548","25690",0.7201,0.6662,0,0.0954,"WV",297,0
"6549","25208",0.8276,0.5444,0.1037,0.5981,"WV",1058,0
"6550","25676",0.904,0.9066,0.1346,0.3556,"WV",1125,0
"6551","25666",0.9927,0.5152,0,0.3763,"WV",776,0
"6552","25265",0.8672,0.8983,0.1091,0.3643,"WV",1477,1
"6553","26294",0.9038,0.2167,0.0954,0.2617,"WV",885,0
"6554","26206",0.9717,0.9922,0.0809,0.9281,"WV",2903,0
"6555","26298",0.646,0.4344,0,0.2594,"WV",71,0
"6556","26823",0.154,0.3878,0,0.1414,"WV",365,0
"6557","25938",0.2625,0.2194,0.1282,0.2018,"WV",1233,0
"6558","25669",0.9198,0.3812,0.1282,0.3429,"WV",763,0
"6559","25831",0.6419,0.5224,0.0789,0.5007,"WV",1351,0
"6560","26456",0.7753,0.5191,0.3463,0.5087,"WV",3608,0
"6561","25252",0.2262,0.3675,0.1496,0.088,"WV",1205,0
"6562","25005",0.8442,0.0284,0,0.3608,"WV",136,0
"6563","25271",0.6736,0.4676,0.3224,0.8054,"WV",9673,0
"6564","25262",0.6498,0.0871,0,0.104,"WV",1107,0
"6565","26711",0.5063,0.77,0.0978,0.4828,"WV",2434,0
"6566","25444",0.0086,0.067,0,0.0693,"WV",180,0
"6567","26537",0.8292,0.8257,0.2002,0.955,"WV",5670,1
"6568","26519",0.8649,0.8441,0.2405,0.5194,"WV",1792,0
"6569","26425",0.8818,0.5368,0.0773,0.446,"WV",1243,0
"6570","26253",0.8564,0.8519,0.1091,0.5928,"WV",3310,0
"6571","26424",0.7911,0.0321,0,0.1238,"WV",340,0
"6572","26178",0.3305,0.0635,0,0.2173,"WV",477,0
"6573","26148",0.9774,0.7339,0.3333,0.0805,"WV",254,0
"6574","26376",0.9947,0.6176,0,0.3234,"WV",481,0
"6575","25425",0.4324,0.3177,0.4923,0.583,"WV",13505,0
"6576","25438",0.7502,0.3538,0.7019,0.7473,"WV",6932,1
"6577","25432",0.7632,0.442,0.2104,0.1724,"WV",71,0
"6578","26301",0.7531,0.8003,0.2476,0.9322,"WV",30408,1
"6579","26361",0.9647,0.3151,0.0809,0.4406,"WV",242,1
"6580","26369",0.046,0.4719,0.2799,0.2702,"WV",840,1
"6581","24983",0.8356,0.6036,0.1578,0.4218,"WV",2251,0
"6582","26070",0.5027,0.79,0.1008,0.4966,"WV",8079,0
"6583","25972",0.5205,0.9994,0,0,"WV",247,0
"6584","26160",0.6823,0.9084,0,0.1017,"WV",1009,0
"6585","24925",0.7882,0.8506,0,0.1697,"WV",637,0
"6586","26662",0.5512,0.5356,0,0.088,"WV",1210,0
"6587","26062",0.5442,0.5907,0.5012,0.8009,"WV",21020,1
"6588","26437",0.861,0.7837,0,0.7632,"WV",498,0
"6589","26585",0.491,0.1142,0,0.1872,"WV",554,0
"6590","26574",0.8864,0.4964,0.6677,0.6738,"WV",582,0
"6591","26050",0.96,0.9979,0.2655,0.3217,"WV",1502,1
"6592","25508",0.8372,0.8822,0.31,0.6533,"WV",9968,0
"6593","26264",0.7547,0.819,0.0809,0.2103,"WV",675,0
"6594","24811",0.6117,0.1973,0,0.3439,"WV",530,0
"6595","25647",0.9023,0.2454,0.2832,0.3398,"WV",1049,0
"6596","25611",0.7713,0.6292,0.3139,0.6677,"WV",1187,0
"6597","24881",0.7538,0.5957,0,0.3726,"WV",374,0
"6598","25187",0.9504,0.3815,0.2002,0.339,"WV",929,0
"6599","25106",0.8884,0.7281,0,0.4933,"WV",479,0
"6600","25206",0.3685,0.8691,0.1523,0.0737,"WV",348,0
"6601","25019",0.9862,0.6216,0.1217,0.2812,"WV",434,0
"6602","25114",0.9933,0.974,0.2002,0.2958,"WV",630,0
"6603","25108",0.6996,0.6961,0,0.3223,"WV",616,0
"6604","25149",0.5579,0.7818,0.3225,0.3714,"WV",196,0
"6605","25607",0.78,0.7615,0.138,0.536,"WV",981,0
"6606","25617",0.5699,0.915,0.0809,0.1393,"WV",744,0
"6607","25654",0.7902,0.6823,0.0978,0.3873,"WV",315,0
"6608","26684",0.4493,0.9996,0,0.0668,"WV",108,0
"6609","25630",0.9582,0.899,0.1437,0.65,"WV",899,0
"6610","24815",0.9983,0.9678,0,0.5934,"WV",950,0
"6611","25031",0.7444,0.7783,0.3624,0,"WV",923,1
"6612","25312",0.7788,0.7381,0.3115,0.7717,"WV",14543,0
"6613","25915",0.8943,0.9956,0.4747,0.337,"WV",370,0
"6614","25902",0.4219,0.3951,0,0.1403,"WV",166,0
"6615","25853",0,0.4863,0,0,"WV",114,0
"6616","24963",0.8136,0.8753,0.1667,0.6825,"WV",4037,0
"6617","25911",0.999,0.975,0.9534,0.3434,"WV",14,1
"6618","25704",0.8595,0.8781,0.436,0.773,"WV",17070,1
"6619","24724",0.6034,0.5171,0.6858,0.1157,"WV",53,0
"6620","24962",0.1199,0.0403,0.1037,0.1286,"WV",111,0
