"","ZCTA5CE20","RPL_theme1","RPL_theme2","RPL_theme3","RPL_theme4","STATE_ABBR","TOTAL","Urbanicity"
"1398","35136",0.5905,0.3632,0.3352,0.5587,"AL",1879,0
"1399","35988",0.6512,0.7577,0.6832,0.4362,"AL",2142,0
"1400","33484",0.4273,0.5749,0.7398,0.7685,"FL",24023,1
"1401","30058",0.7345,0.6684,0.8196,0.7646,"GA",53971,1
"1402","30814",0.7377,0.589,0.6231,0.55,"GA",8563,0
"1403","30008",0.8636,0.6323,0.9674,0.9867,"GA",32905,1
"1404","30157",0.3974,0.5727,0.5987,0.3113,"GA",48513,1
"1405","33411",0.3668,0.3668,0.8977,0.7189,"FL",68659,1
"1406","33449",0.1217,0.6525,0.8197,0.0847,"FL",11845,1
"1407","33704",0.1483,0.173,0.56,0.6613,"FL",16387,1
"1408","33701",0.4765,0.2838,0.7178,0.906,"FL",14848,1
"1409","33015",0.7378,0.3258,0.9929,0.7836,"FL",67051,1
"1410","33955",0.49,0.3871,0.6559,0.8185,"FL",10195,1
"1411","33703",0.2587,0.5057,0.7316,0.6532,"FL",23885,1
"1412","35960",0.6981,0.7153,0.5518,0.8277,"AL",10187,0
"1413","36436",0.2135,0.2578,0.3722,0.2818,"AL",497,0
"1414","36540",0.9969,0.1797,0.4958,0.689,"AL",802,0
"1415","35766",0.9125,0.3953,0.2961,0,"AL",118,0
"1416","30274",0.8831,0.5747,0.9387,0.7935,"GA",33709,1
"1417","30168",0.8779,0.5311,0.962,0.9397,"GA",27538,1
"1418","30126",0.3894,0.3364,0.9321,0.584,"GA",39105,1
"1419","33903",0.7691,0.6325,0.7375,0.8769,"FL",21263,1
"1420","35581",0.8779,0.8961,0.3588,0.504,"AL",4917,0
"1421","35543",0.9718,0.6113,0.2029,0.2845,"AL",1573,0
"1422","35541",0.7833,0.5217,0.3593,0.2414,"AL",3259,0
"1423","30830",0.8152,0.7806,0.7829,0.9737,"GA",14282,0
"1424","30545",0.2542,0.4616,0.4581,0.6805,"GA",771,0
"1425","31037",0.9355,0.5633,0.7803,0.9978,"GA",4650,1
"1426","31055",0.8501,0.3163,0.9568,0.7002,"GA",8253,1
"1427","31774",0.9599,0.9423,0.7706,0.8749,"GA",6675,1
"1428","30410",0.5854,0.6804,0.8568,0.4232,"GA",1879,0
"1429","36317",0.932,0.61,0.4475,0.368,"AL",318,0
"1430","35033",0.896,0.8024,0.1891,0.4624,"AL",3467,0
"1431","31407",0.131,0.4222,0.8377,0.5644,"GA",10829,1
"1432","30666",0.5293,0.665,0.819,0.3147,"GA",9837,0
"1433","36867",0.7872,0.8605,0.7638,0.7891,"AL",23243,1
"1434","36092",0.7604,0.7275,0.6851,0.8715,"AL",19739,0
"1435","36026",0.7527,0.923,0.346,0.112,"AL",785,0
"1436","35051",0.6077,0.6678,0.6931,0.9969,"AL",8868,0
"1437","36078",0.8531,0.9041,0.5807,0.853,"AL",12916,0
"1438","35653",0.8569,0.7166,0.9229,0.928,"AL",12155,1
"1439","36006",0.3968,0.5197,0.3241,0.4256,"AL",1439,0
"1440","35441",0.837,0.5013,0.4517,0.6066,"AL",1067,0
"1441","36768",0.985,0.5345,0.5103,0.4273,"AL",1138,0
"1442","36858",0.4926,0.4844,0.4544,0.3059,"AL",374,0
"1443","35481",0.9274,0.9695,0.8259,0.8982,"AL",3808,0
"1444","36738",0.9356,0.4665,0.5135,0.2254,"AL",1269,0
"1445","36312",0.6404,0.811,0.3315,0.5375,"AL",6707,0
"1446","36320",0.8899,0.6541,0.5814,0.5982,"AL",3837,0
"1447","35133",0.5064,0.9404,0.1891,0.5002,"AL",3399,0
"1448","36753",0.5269,0.4863,0.5487,0.3547,"AL",27,0
"1449","31220",0.3585,0.2185,0.8235,0.6214,"GA",12847,1
"1450","32568",0.7104,0.483,0.51,0.4402,"FL",3065,0
"1451","34288",0.4644,0.5116,0.6993,0.4096,"FL",10749,1
"1452","32526",0.2561,0.368,0.6473,0.5268,"FL",36367,1
"1453","33158",0.0916,0.3432,0.8285,0.4676,"FL",7325,1
"1454","33109",0.0342,0.2581,0.3072,0.1397,"FL",602,1
"1455","30725",0.6917,0.8456,0.6123,0.3297,"GA",4090,1
"1456","31329",0.4997,0.6203,0.7637,0.8332,"GA",9316,0
"1457","30329",0.6435,0.1169,0.9532,0.9122,"GA",28017,1
"1458","30683",0.7079,0.5425,0.8368,0.6348,"GA",7226,0
"1459","30677",0.0905,0.3022,0.6461,0.4497,"GA",17226,1
"1460","31032",0.5544,0.7684,0.3702,0.7183,"GA",14162,0
"1461","31061",0.894,0.3707,0.7397,0.9614,"GA",43916,1
"1462","30360",0.5723,0.3882,0.9546,0.4586,"GA",15744,1
"1463","34266",0.9183,0.6577,0.9303,0.9931,"FL",31543,1
"1464","36081",0.9263,0.4838,0.8567,0.9692,"AL",15934,1
"1465","36785",0.9174,0.9121,0.5214,0.5543,"AL",1428,0
"1466","35958",0.7398,0.7104,0.3813,0.4195,"AL",3010,0
"1467","36439",0.8536,0.7026,0.2743,0.1182,"AL",722,0
"1468","36756",0.9835,0.855,0.7644,0.9953,"AL",5621,0
"1469","36759",0.9604,0.3704,0.4989,0.2669,"AL",1681,0
"1470","36017",0.9357,0.4551,0.8767,0.9412,"AL",2614,0
"1471","35462",0.9891,0.9173,0.5196,0.9588,"AL",4442,0
"1472","36548",0.4036,0.3737,0.4495,0.3348,"AL",994,0
"1473","36556",0.6354,0.9888,0.432,0.0972,"AL",249,0
"1474","36420",0.7966,0.89,0.5637,0.7599,"AL",11018,1
"1475","36861",0.65,0.592,0.2428,0.4378,"AL",3152,0
"1476","36473",0.1764,0.9538,0,0.1223,"AL",124,0
"1477","36256",0.5679,0.2402,0.2935,0.2585,"AL",1900,0
"1478","35089",0.8928,0.8709,0.4811,0.4559,"AL",1744,0
"1479","32631",0.008,0.0579,0.1891,0,"FL",493,0
"1480","30805",0.9005,0.8321,0.7666,0.4555,"GA",2779,0
"1481","31322",0.364,0.4119,0.8166,0.6044,"GA",23965,1
"1482","30004",0.0775,0.198,0.8182,0.3482,"GA",60229,1
"1483","36912",0.9267,0.5724,0.9164,0.6817,"AL",2001,0
"1484","35470",0.9345,0.7233,0.8253,0.8914,"AL",5255,0
"1485","35172",0.9402,0.4988,0.6562,0.403,"AL",2688,0
"1486","36555",0.189,0.482,0.3273,0.0846,"AL",696,0
"1487","35032",0.3557,0.599,0.3938,0.0704,"AL",61,1
"1488","35072",0.8753,0.7799,0.7745,0.623,"AL",5036,0
"1489","35674",0.7931,0.8487,0.6554,0.6487,"AL",17674,0
"1490","35646",0.8622,0.6457,0.6084,0.4897,"AL",4249,0
"1491","35545",0.5624,0.5783,0,0.3783,"AL",89,0
"1492","34229",0.0667,0.5125,0.5834,0.4251,"FL",7647,1
"1493","33480",0.0402,0.2302,0.5879,0.3833,"FL",9796,1
"1494","30680",0.7252,0.6836,0.7933,0.6596,"GA",40151,1
"1495","35671",0.8005,0.0731,0.8894,0.549,"AL",2033,0
"1496","36091",0.6602,0.5444,0.2428,0.5803,"AL",3710,0
"1497","35769",0.6167,0.5142,0.5351,0.575,"AL",9830,0
"1498","35124",0.208,0.1795,0.8215,0.476,"AL",23805,1
"1499","36373",0.6062,0.4328,0.5081,0.3633,"AL",525,0
"1500","35005",0.8974,0.9067,0.6689,0.7074,"AL",7687,1
"1501","35061",0.9214,0.7334,0.5386,0.5675,"AL",1357,1
"1502","36751",0.9987,0.8919,0.5384,0.3852,"AL",564,0
"1503","36722",0.9517,0.3864,0.4326,0.1223,"AL",409,0
"1504","36875",0.5917,0.6194,0.7647,0.337,"AL",4538,0
"1505","36025",0.9254,0.2224,0.8623,0.8768,"AL",7185,1
"1506","36442",0.8301,0.7484,0.2972,0.7356,"AL",3434,0
"1507","35031",0.8339,0.7141,0.6964,0.5974,"AL",8046,0
"1508","35125",0.9002,0.596,0.2462,0.8464,"AL",10205,0
"1509","36877",0.6607,0.8608,0.3375,0.5454,"AL",12137,1
"1510","30097",0.2343,0.1045,0.9342,0.3702,"GA",44256,1
"1511","30024",0.0818,0.1324,0.8796,0.2564,"GA",71960,1
"1512","33619",0.9208,0.5487,0.9575,0.9914,"FL",36451,1
"1513","33711",0.8313,0.7278,0.7614,0.962,"FL",18899,1
"1514","33174",0.8439,0.261,0.9954,0.9708,"FL",31596,1
"1515","35951",0.8241,0.8007,0.8922,0.9779,"AL",11712,0
"1516","30627",0.8986,0.4912,0.7221,0.4369,"GA",2058,0
"1517","30741",0.8814,0.9014,0.5281,0.8019,"GA",30280,1
"1518","31303",0.4517,0.4549,0.3722,0.174,"GA",2436,0
"1519","31098",0.4959,0.4027,0.7103,0.5593,"GA",3241,1
"1520","30739",0.6299,0.4434,0.2722,0.47,"GA",5548,0
"1521","31805",0.8485,0.9107,0.4363,0.7994,"GA",2703,0
"1522","30101",0.2586,0.2337,0.7538,0.2636,"GA",57205,1
"1523","31326",0.3753,0.5224,0.7159,0.4872,"GA",19679,1
"1524","30034",0.7487,0.7965,0.7926,0.7829,"GA",43922,1
"1525","30002",0.2949,0.3112,0.8235,0.6641,"GA",5835,1
"1526","31005",0.4179,0.4619,0.6794,0.3646,"GA",17440,1
"1527","36089",0.96,0.5938,0.5213,0.9347,"AL",7626,1
"1528","35085",0.8773,0.7769,0.816,0.5887,"AL",8832,0
"1529","35045",0.7363,0.6989,0.7162,0.9049,"AL",14121,0
"1530","36314",0.5377,0.1498,0.0874,0.1895,"AL",509,0
"1531","36919",0.9291,0.9647,0.4567,0.6842,"AL",1933,0
"1532","36028",0.894,0.7093,0.6673,0.4361,"AL",1870,0
"1533","36255",0.5753,0.4141,0.317,0.1907,"AL",794,0
"1534","36267",0.1683,0,0,0.1573,"AL",95,0
"1535","30322",0.504,0.0093,0.4807,0.1455,"GA",2854,1
"1536","31031",0.9078,0.9206,0.4222,0.6746,"GA",5894,0
"1537","33993",0.6257,0.5464,0.84,0.5084,"FL",22468,1
"1538","33441",0.7618,0.3241,0.9287,0.8658,"FL",26761,1
"1539","33064",0.8031,0.4006,0.9498,0.9639,"FL",57115,1
"1540","34291",0.3502,0.7129,0.834,0.1956,"FL",5533,1
"1541","33131",0.1228,0.0156,0.9121,0.5671,"FL",16228,1
"1542","35040",0.2796,0.3905,0.7325,0.5326,"AL",16059,1
"1543","30738",0.6007,0.7953,0.0789,0.445,"GA",3924,0
"1544","30288",0.8254,0.6618,0.9668,0.4706,"GA",9100,1
"1545","30707",0.5888,0.4802,0.2081,0.4784,"GA",15840,1
"1546","31091",0.9544,0.7492,0.8883,0.9939,"GA",4925,1
"1547","30446",0.9044,0.8297,0.4567,0.3586,"GA",1601,0
"1548","30021",0.9831,0.5022,0.9916,0.9045,"GA",24196,1
"1549","30035",0.8084,0.5006,0.8788,0.7501,"GA",20854,1
"1550","36460",0.9083,0.7479,0.4683,0.8766,"AL",11083,0
"1551","36445",0.9607,0.7816,0.6738,0.5065,"AL",4337,0
"1552","36053",0.9705,0.8917,0.8931,0.3505,"AL",2222,0
"1553","30752",0.67,0.421,0.475,0.9573,"GA",9016,0
"1554","33414",0.2759,0.4123,0.8767,0.383,"FL",56497,1
"1555","33432",0.2027,0.265,0.783,0.5321,"FL",20178,1
"1556","33434",0.2659,0.4387,0.7417,0.7282,"FL",20723,1
"1557","34135",0.5138,0.3116,0.8961,0.7937,"FL",41640,1
"1558","33175",0.6807,0.2667,0.9949,0.7499,"FL",54443,1
"1559","33498",0.0876,0.3188,0.8007,0.0847,"FL",13749,1
"1560","33433",0.2876,0.5085,0.8023,0.7684,"FL",43127,1
"1561","33493",0.9923,0.149,0.9639,0.9801,"FL",5306,1
"1562","36916",0.9122,0.457,0.4912,0.3464,"AL",820,0
"1563","36446",0.9931,0.1897,0.4683,0.3606,"AL",425,0
"1564","36545",0.9577,0.8188,0.6749,0.9647,"AL",10169,0
"1565","36910",0,0.9782,0.5487,0.1559,"AL",38,0
"1566","30260",0.8946,0.4543,0.9818,0.9141,"GA",26884,1
"1567","30273",0.6069,0.5721,0.9379,0.366,"GA",13843,1
"1568","30106",0.632,0.6651,0.8864,0.7765,"GA",19619,1
"1569","30534",0.5279,0.4403,0.5542,0.6496,"GA",28773,0
"1570","30122",0.7315,0.391,0.8824,0.7356,"GA",23422,1
"1571","33055",0.9149,0.5944,0.9946,0.8488,"FL",46217,1
"1572","33476",0.9969,0.7491,0.9738,0.9984,"FL",8113,1
"1573","32806",0.3236,0.2114,0.7352,0.7927,"FL",27057,1
"1574","36782",0.8709,0.9047,0.4597,0.3407,"AL",2857,0
"1575","35618",0.9564,0.9404,0.837,0.6307,"AL",1887,0
"1576","35070",0.953,0.5181,0,0.3722,"AL",235,0
"1577","30420",0.851,0.8903,0.7659,0.8923,"GA",1285,0
"1578","30470",0.8276,0.8729,0.2861,0.3305,"GA",392,0
"1579","32224",0.2275,0.2808,0.785,0.8747,"FL",37976,1
"1580","31503",0.7414,0.8971,0.5907,0.8507,"GA",20541,1
"1581","31077",0.7193,0.1995,0.6559,0.5586,"GA",1307,0
"1582","39846",0.9692,0.9965,0.8824,0.7817,"GA",1846,0
"1583","32804",0.1404,0.1997,0.7611,0.7123,"FL",17565,1
"1584","33823",0.8332,0.8107,0.8121,0.7775,"FL",30238,1
"1585","33567",0.8799,0.4531,0.9212,0.968,"FL",11992,1
"1586","33182",0.5396,0.2814,0.9863,0.598,"FL",17761,1
"1587","32216",0.6645,0.3776,0.895,0.9511,"FL",37190,1
"1588","30046",0.8047,0.5092,0.9515,0.79,"GA",36466,1
"1589","30078",0.3051,0.4334,0.907,0.5515,"GA",35206,1
"1590","30234",0.8179,0.88,0.4344,0.4589,"GA",2190,0
"1591","31050",0.9011,0.0775,0.3557,0.6825,"GA",1353,0
"1592","32566",0.3188,0.4709,0.663,0.5991,"FL",35559,1
"1593","33190",0.6959,0.5772,0.9834,0.6975,"FL",13479,1
"1594","30425",0.7,0.1688,0.4315,0.1973,"GA",1315,0
"1595","32256",0.1571,0.1156,0.8753,0.6094,"FL",41609,1
"1596","33511",0.437,0.3859,0.8942,0.729,"FL",53491,1
"1597","33596",0.0957,0.2314,0.768,0.2298,"FL",29579,1
"1598","31781",0.9388,0.936,0.3651,0.6695,"GA",2037,0
"1599","31563",0.916,0.816,0.4183,0.3523,"GA",1422,0
"1600","32081",0.1042,0.2071,0.3247,0.1021,"FL",7306,0
"1601","30436",0.9435,0.9082,0.7781,0.9531,"GA",11797,0
"1602","31639",0.9507,0.8651,0.5441,0.9249,"GA",9904,0
"1603","31017",0.6301,0.2798,0.4833,0.2319,"GA",1700,0
"1604","30177",0.299,0.8943,0.3758,0.1022,"GA",1198,1
"1605","31331",0.6792,0.6498,0.6654,0.5504,"GA",6264,0
"1606","30655",0.8177,0.8335,0.6757,0.8331,"GA",23928,1
"1607","30016",0.7873,0.7064,0.8162,0.5616,"GA",52641,1
"1608","33187",0.615,0.2871,0.9843,0.4182,"FL",17421,1
"1609","39842",0.9476,0.8595,0.6928,0.9676,"GA",8256,1
"1610","30461",0.5064,0.4787,0.599,0.7678,"GA",13427,0
"1611","31324",0.3636,0.5941,0.7288,0.5342,"GA",22319,1
"1612","36543",0.1881,0.0939,0,0.0899,"AL",134,0
"1613","31308",0.8026,0.8974,0.6414,0.4197,"GA",7734,0
"1614","31716",0.8043,0.9847,0.8482,0.5399,"GA",2723,0
"1615","31744",0.6914,0.8341,0.3467,0.3497,"GA",2802,0
"1616","30040",0.2014,0.2261,0.7944,0.5366,"GA",61657,1
"1617","30220",0.712,0.6532,0.6655,0.3119,"GA",4909,0
"1618","30277",0.2036,0.1946,0.6508,0.1592,"GA",22098,1
"1619","30170",0.7797,0.8368,0.5007,0.3405,"GA",3324,0
"1620","30411",0.9678,0.0271,0.6804,0.9962,"GA",5221,0
"1621","30289",0.0872,0.0979,0.0874,0.0391,"GA",63,1
"1622","32222",0.5713,0.6437,0.8383,0.4973,"FL",10538,1
"1623","32217",0.5294,0.4345,0.8582,0.8885,"FL",19167,1
"1624","31555",0.6891,0.2003,0.7625,0.2822,"GA",2822,0
"1625","33851",0.6583,0.7564,0.8804,0.1757,"FL",888,1
"1626","30451",0.2843,0.9457,0.385,0.113,"GA",42,0
"1627","31018",0.942,0.0928,0.8456,0.6504,"GA",2527,0
"1628","33185",0.365,0.1351,0.9858,0.4147,"FL",29514,1
"1629","33572",0.1819,0.2615,0.6367,0.3579,"FL",15951,1
"1630","32257",0.3295,0.4704,0.848,0.7874,"FL",36938,1
"1631","30643",0.7496,0.921,0.6564,0.8764,"GA",17052,0
"1632","31836",0.5815,0.7394,0.4287,0.6096,"GA",838,0
"1633","30818",0.3504,0.0696,0.3832,0.2052,"GA",722,0
"1634","30171",0.4966,0.3338,0.2144,0.1744,"GA",3170,0
"1635","31049",0.9154,0.82,0.3093,0.5656,"GA",1659,0
"1636","31075",0.8602,0.2228,0.4008,0.4527,"GA",2782,0
"1637","31067",0.6048,0.6275,0.3572,0.5823,"GA",307,0
"1638","33952",0.7492,0.7489,0.7908,0.7578,"FL",30025,1
"1639","32333",0.7763,0.5624,0.6567,0.8606,"FL",10346,0
"1640","33983",0.4362,0.7905,0.7622,0.4508,"FL",15376,1
"1641","33953",0.4655,0.5468,0.603,0.3925,"FL",5855,1
"1642","32821",0.4002,0.0339,0.8933,0.74,"FL",18008,1
"1643","33976",0.8407,0.6038,0.9646,0.3649,"FL",17180,1
"1644","33770",0.5376,0.5377,0.7445,0.9215,"FL",25022,1
"1645","33755",0.8004,0.6991,0.9125,0.9743,"FL",24737,1
"1646","31622",0.855,0.8839,0.6491,0.3951,"GA",2221,0
"1647","31007",0.7364,0.6598,0.884,0.7703,"GA",957,0
"1648","31810",0.7536,0.8531,0.5233,0.3471,"GA",160,0
"1649","32343",0.6326,0.5794,0.9541,0.642,"FL",3234,0
"1650","32750",0.3452,0.1744,0.7519,0.6089,"FL",22903,1
"1651","30537",0.5498,0.5019,0.5876,0.5299,"GA",1585,0
"1652","33771",0.6648,0.7417,0.7887,0.9943,"FL",28269,1
"1653","32766",0.1124,0.2288,0.7655,0.2378,"FL",15905,1
"1654","32765",0.3161,0.0974,0.8257,0.6736,"FL",60485,1
"1655","34667",0.7502,0.7964,0.5903,0.9503,"FL",32159,1
"1656","32767",0.9105,0.6741,0.1699,0.5079,"FL",2898,0
"1657","35098",0.7552,0.5556,0.6619,0.4159,"AL",1485,0
"1658","35571",0.7576,0.1691,0.2281,0.2615,"AL",885,0
"1659","33426",0.5135,0.3192,0.8913,0.6585,"FL",20163,1
"1660","33472",0.1333,0.385,0.78,0.4549,"FL",19558,1
"1661","32226",0.3496,0.4056,0.5937,0.4309,"FL",16568,1
"1662","33183",0.656,0.2987,0.9919,0.7181,"FL",38067,1
"1663","33172",0.7138,0.2643,0.9968,0.7384,"FL",40534,1
"1664","33713",0.598,0.2721,0.8722,0.8346,"FL",31421,1
"1665","36904",0.7481,0.968,0.4335,0.8137,"AL",4096,0
"1666","35745",0.7823,0.2819,0,0.0744,"AL",186,0
"1667","30238",0.8745,0.7381,0.9137,0.7496,"GA",37257,1
"1668","30559",0.8025,0.7723,0.5963,0.4408,"GA",4410,0
"1669","30541",0.8426,0.6433,0.72,0.1172,"GA",1520,0
"1670","30522",0.7133,0.6176,0,0.2605,"GA",790,0
"1671","30619",0.5792,0.4455,0.7641,0.2071,"GA",1254,0
"1672","30141",0.5023,0.1797,0.7138,0.3976,"GA",21335,1
"1673","33914",0.2701,0.4096,0.7966,0.3176,"FL",37610,1
"1674","33442",0.4374,0.6704,0.877,0.9418,"FL",29647,1
"1675","33189",0.7094,0.6408,0.979,0.8131,"FL",25821,1
"1676","33950",0.3792,0.5336,0.593,0.7765,"FL",19958,1
"1677","33177",0.7531,0.2898,0.9912,0.7753,"FL",57688,1
"1678","34268",0.5136,0.6001,0.5487,0,"FL",25,1
"1679","34109",0.1065,0.647,0.8331,0.713,"FL",24767,1
"1680","33618",0.0828,0.256,0.8393,0.8084,"FL",25790,1
"1681","35077",0.8314,0.418,0.5421,0.8689,"AL",12190,0
"1682","30571",0.2737,0.36,0.2583,0.0625,"GA",4107,0
"1683","30453",0.8542,0.6228,0.8891,0.9974,"GA",10474,1
"1684","33884",0.4409,0.808,0.7844,0.7735,"FL",29845,1
"1685","33510",0.5096,0.5148,0.9013,0.6958,"FL",27988,1
"1686","33809",0.6606,0.7222,0.7796,0.875,"FL",29024,1
"1687","32810",0.7988,0.6695,0.912,0.8871,"FL",35240,1
"1688","31714",0.9053,0.9783,0.7772,0.9779,"GA",5965,1
"1689","32812",0.4429,0.2352,0.9093,0.7475,"FL",36943,1
"1690","31549",0.7612,0.5187,0.4324,0.9454,"GA",2233,0
"1691","32221",0.6322,0.6911,0.8725,0.7677,"FL",30899,1
"1692","32211",0.8486,0.7866,0.9004,0.941,"FL",32709,1
"1693","30808",0.9293,0.5059,0.3897,0.452,"GA",3939,0
"1694","31044",0.9764,0.7958,0.4875,0.7541,"GA",3265,0
"1695","30017",0.2131,0.3766,0.8038,0.4082,"GA",23676,1
"1696","30183",0.5149,0.1233,0.5821,0.3531,"GA",5129,0
"1697","31014",0.8803,0.7255,0.6751,0.8636,"GA",13382,0
"1698","30139",0.855,0.4313,0.2841,0.631,"GA",4161,0
"1699","32220",0.7035,0.7377,0.6653,0.4952,"FL",13199,1
"1700","34113",0.5695,0.3932,0.9351,0.9285,"FL",18523,1
"1701","31327",0.1223,0.3018,0.4551,0.1012,"GA",187,0
"1702","34140",0.1401,0.6324,0,0.3218,"FL",330,0
"1703","33559",0.4407,0.0807,0.8221,0.5714,"FL",17570,1
"1704","32449",0.4437,0.9603,0,0.302,"FL",736,0
"1705","31822",0.6343,0.8231,0.4287,0.7072,"GA",6008,0
"1706","30415",0.7182,0.5577,0.4655,0.2832,"GA",6054,0
"1707","33030",0.9452,0.7687,0.9897,0.9918,"FL",34645,1
"1708","30557",0.8677,0.8866,0.6363,0.6936,"GA",4554,0
"1709","30553",0.6938,0.8084,0.7424,0.5596,"GA",7107,0
"1710","33547",0.1132,0.4225,0.6685,0.5387,"FL",22670,1
"1711","30417",0.9172,0.8949,0.8737,0.9537,"GA",10750,0
"1712","36754",0.7464,0.1564,0.538,0.1107,"AL",371,0
"1713","30538",0.5666,0.8934,0.2405,0.4269,"GA",2666,0
"1714","30070",0.8979,0.9341,0.3811,0.3749,"GA",424,1
"1715","30185",0.8705,0.6771,0.23,0.3722,"GA",3859,0
"1716","30259",0.4255,0.3477,0.4833,0.3741,"GA",2764,0
"1717","33626",0.0475,0.2428,0.7775,0.4167,"FL",29066,1
"1718","30284",0.5071,0.5413,0.3443,0.5051,"GA",48,1
"1719","30041",0.1364,0.1759,0.7562,0.2857,"GA",57584,1
"1720","30108",0.8827,0.6265,0.5296,0.6447,"GA",7508,0
"1721","33578",0.4855,0.3211,0.9112,0.7434,"FL",44473,1
"1722","33569",0.4711,0.516,0.8102,0.5636,"FL",24724,1
"1723","30064",0.1824,0.4479,0.7789,0.5499,"GA",46678,1
"1724","30012",0.8959,0.6938,0.9181,0.9777,"GA",27233,1
"1725","30080",0.2739,0.1229,0.9084,0.6485,"GA",54407,1
"1726","32218",0.6641,0.6918,0.784,0.8874,"FL",56937,1
"1727","30297",0.9743,0.7245,0.9728,0.9593,"GA",27518,1
"1728","33563",0.8766,0.7067,0.9381,0.9613,"FL",26892,1
"1729","31028",0.5152,0.8915,0.6379,0.6992,"GA",5443,1
"1730","34224",0.5251,0.5477,0.683,0.819,"FL",15690,1
"1731","30742",0.6281,0.6686,0.5998,0.7069,"GA",7991,1
"1732","36083",0.8981,0.9073,0.5367,0.9088,"AL",8515,1
"1733","36425",0.9457,0.3706,0.5163,0.4489,"AL",1177,0
"1734","36775",0.9165,0.7469,0.5355,0.3178,"AL",807,0
"1735","35768",0.7496,0.4366,0.6061,0.8565,"AL",11853,0
"1736","35971",0.679,0.9169,0.5645,0.9069,"AL",5214,0
"1737","36049",0.6716,0.9627,0.7208,0.7619,"AL",5613,0
"1738","35046",0.7709,0.8186,0.1699,0.3056,"AL",5032,0
"1739","36790",0.7747,0.5136,0.2057,0.3778,"AL",61,0
"1740","36529",0.5468,0.8933,0.2935,0.5878,"AL",223,0
"1741","36538",0.9839,0.4983,0.5135,0.5768,"AL",409,0
"1742","36518",0.6414,0.5632,0.7327,0.3864,"AL",2179,0
"1743","36585",0.8653,0.9907,0.4354,0.5381,"AL",1017,0
"1744","36033",0.9134,0.9587,0.4531,0.9478,"AL",4287,0
"1745","36426",0.9045,0.8501,0.7455,0.7671,"AL",15509,0
"1746","33436",0.4597,0.4767,0.9069,0.8096,"FL",42844,1
"1747","30152",0.2498,0.2306,0.8096,0.5439,"GA",42814,1
"1748","33810",0.6976,0.8197,0.7876,0.8535,"FL",46998,1
"1749","36767",0.9859,0.9641,0.5276,0.6614,"AL",1836,0
"1750","36524",0.9668,0.9733,0.4598,0.5188,"AL",1266,0
"1751","36727",0,0.4863,0.9998,0.0671,"AL",149,0
"1752","30555",0.8297,0.8749,0.1346,0.5298,"GA",2360,0
"1753","30096",0.5488,0.301,0.9588,0.7344,"GA",69237,1
"1754","30281",0.6748,0.6019,0.8649,0.6361,"GA",68434,1
"1755","30250",0.514,0.006,0.9941,0.1455,"GA",718,1
"1756","31318",0.2659,0.0596,0.3103,0.0512,"GA",488,0
"1757","33990",0.6621,0.4699,0.8552,0.6392,"FL",31557,1
"1758","32571",0.3432,0.6833,0.4999,0.5224,"FL",31972,1
"1759","33031",0.5878,0.7274,0.9514,0.1882,"FL",7436,0
"1760","33170",0.9399,0.858,0.9851,0.9146,"FL",13308,1
"1761","34105",0.0899,0.3793,0.6947,0.574,"FL",15685,1
"1762","32570",0.6417,0.8454,0.6208,0.8445,"FL",29390,1
"1763","32531",0.6264,0.3504,0.2743,0.4313,"FL",5262,0
"1764","33904",0.4556,0.4557,0.7832,0.688,"FL",32029,1
"1765","33917",0.6582,0.6954,0.6092,0.814,"FL",29743,1
"1766","33637",0.6815,0.3102,0.9163,0.6351,"FL",15241,1
"1767","35564",0.889,0.5396,0.1408,0.4214,"AL",2186,0
"1768","35643",0.6749,0.3613,0.6122,0.382,"AL",2907,0
"1769","39866",0.9789,0.0527,0.8794,0.5758,"GA",2830,0
"1770","31825",0.7359,0.564,0.6919,0.7836,"GA",2515,0
"1771","30421",0.7056,0.8708,0.3346,0.5239,"GA",3612,0
"1772","30474",0.8043,0.863,0.8449,0.9604,"GA",16918,1
"1773","31060",0.8718,0.3329,0.3342,0.3061,"GA",2281,0
"1774","31065",0.7431,0.7427,0.7137,0.2993,"GA",833,0
"1775","33880",0.8506,0.8559,0.9174,0.8197,"FL",37327,1
"1776","32835",0.4694,0.183,0.9257,0.6538,"FL",42750,1
"1777","33830",0.7366,0.7531,0.8369,0.9646,"FL",26961,1
"1778","31750",0.8682,0.8883,0.734,0.8802,"GA",18571,1
"1779","33594",0.4589,0.549,0.8557,0.5967,"FL",34795,1
"1780","31002",0.9694,0.9321,0.7232,0.8216,"GA",2639,0
"1781","33881",0.9013,0.9564,0.8772,0.9393,"FL",31356,1
"1782","32244",0.7582,0.7487,0.8696,0.8463,"FL",60244,1
"1783","34786",0.144,0.2364,0.8591,0.262,"FL",34328,1
"1784","31006",0.9272,0.6335,0.4617,0.9715,"GA",4480,0
"1785","30536",0.507,0.6796,0.4975,0.6357,"GA",7802,0
"1786","30540",0.8183,0.7502,0.7875,0.8541,"GA",18508,0
"1787","30071",0.8654,0.2471,0.9778,0.6028,"GA",24286,1
"1788","30620",0.4939,0.3922,0.783,0.2996,"GA",12460,1
"1789","32583",0.808,0.5006,0.7129,0.8201,"FL",28227,1
"1790","32563",0.2297,0.5764,0.6605,0.5733,"FL",24046,1
"1791","32219",0.8082,0.1679,0.7019,0.7827,"FL",11229,1
